Date : 2023-10-29 23:51:55
Directory : c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend
Total : 133 files,  34223 codes, 172 comments, 468 blanks, all 34863 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| src\components\User\Customer\Profile\ProfileSubpages                                                                                               |          5 |        832 |         17 |         44 |        893 |
| src\components\User\Dashboard                                                                                                                      |         20 |      2,745 |         91 |        170 |      3,006 |
| src\components\User\Dashboard (Files)                                                                                                              |          3 |        353 |          7 |         16 |        376 |
| src\components\User\Dashboard\StoreEdit                                                                                                            |          5 |        467 |         21 |         34 |        522 |
| src\components\User\Dashboard\StoreEdit (Files)                                                                                                    |          3 |        380 |         14 |         21 |        415 |
| src\components\User\Dashboard\StoreEdit\Modals                                                                                                     |          2 |         87 |          7 |         13 |        107 |
| src\components\User\Dashboard\StoreFinance                                                                                                         |          3 |        240 |         12 |         22 |        274 |
| src\components\User\Dashboard\StoreOrders                                                                                                          |          2 |        406 |          9 |         15 |        430 |
| src\components\User\Dashboard\StoreYourProducts                                                                                                    |          7 |      1,279 |         42 |         83 |      1,404 |
| src\components\User\Dashboard\StoreYourProducts (Files)                                                                                            |          1 |        263 |         17 |         28 |        308 |
| src\components\User\Dashboard\StoreYourProducts\Modals                                                                                             |          6 |      1,016 |         25 |         55 |      1,096 |
| src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal                                                                          |          2 |        232 |          5 |         13 |        250 |
| src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal                                                                             |          2 |        324 |          7 |         19 |        350 |
| src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal                                                                            |          2 |        460 |         13 |         23 |        496 |
| src\components\User\Inbox                                                                                                                          |          3 |        530 |         31 |         39 |        600 |
| src\components\User\Store                                                                                                                          |          7 |      1,457 |         30 |         74 |      1,561 |
| src\components\User\Store (Files)                                                                                                                  |          3 |        498 |         17 |         30 |        545 |
| src\components\User\Store\Reviews                                                                                                                  |          2 |        321 |          6 |         24 |        351 |
| src\components\User\Store\StoreProductModal                                                                                                        |          2 |        638 |          7 |         20 |        665 |
+----------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                           | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\.env                                                                                             | Properties |         -3 |          0 |          0 |         -3 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Controllers\auth.js                                                                              | JavaScript |        -65 |          0 |        -10 |        -75 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Controllers\customer.js                                                                          | JavaScript |       -536 |        -99 |       -133 |       -768 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Controllers\store.js                                                                             | JavaScript |       -514 |        -33 |       -138 |       -685 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Controllers\user.js                                                                              | JavaScript |        -90 |        -39 |        -29 |       -158 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\addToCart.js                                                                              | JavaScript |         -6 |          0 |         -4 |        -10 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\chat.js                                                                                   | JavaScript |         -7 |          0 |         -4 |        -11 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\collection.js                                                                             | JavaScript |         -9 |          0 |         -4 |        -13 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\post.js                                                                                   | JavaScript |        -20 |          0 |         -5 |        -25 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\product.js                                                                                | JavaScript |        -19 |          0 |         -5 |        -24 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\review.js                                                                                 | JavaScript |        -10 |          0 |         -4 |        -14 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\sale.js                                                                                   | JavaScript |        -14 |          0 |         -4 |        -18 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\store.js                                                                                  | JavaScript |        -15 |          0 |         -4 |        -19 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Models\user.js                                                                                   | JavaScript |        -31 |          0 |         -4 |        -35 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Routes\auth.js                                                                                   | JavaScript |         -7 |          0 |         -6 |        -13 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Routes\customer.js                                                                               | JavaScript |        -67 |          0 |         -4 |        -71 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Routes\store.js                                                                                  | JavaScript |        -70 |         -2 |        -28 |       -100 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\Routes\user.js                                                                                   | JavaScript |        -15 |         -1 |         -9 |        -25 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\index.js                                                                                         | JavaScript |        -58 |         -1 |        -10 |        -69 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\package-lock.json                                                                                | JSON       |     -7,053 |          0 |         -1 |     -7,054 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\backend\package.json                                                                                     | JSON       |        -28 |          0 |         -1 |        -29 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\README.md                                                                                       | Markdown   |         38 |          0 |         33 |         71 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\package-lock.json                                                                               | JSON       |     31,210 |          0 |          1 |     31,211 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\package.json                                                                                    | JSON       |         62 |          0 |          1 |         63 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\public\index.html                                                                               | HTML       |         26 |         23 |          2 |         51 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\socket.js                                                                                       | JavaScript |          3 |          0 |          3 |          6 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\App.js                                                                                      | JavaScript |        138 |          6 |         19 |        163 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\Dashboard\editProductModal.js                                            | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\collections.js                                                           | JavaScript |         20 |          0 |          5 |         25 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\deleteProductModal.js                                                    | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\htmlElement.js                                                           | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\savedStore.js                                                            | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\scrollStop.js                                                            | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\selectedProduct.js                                                       | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\storeEditMode.js                                                         | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\storeId.js                                                               | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\storeProducts.js                                                         | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\userStoreProducts.js                                                     | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\Store\viewProductModal.js                                                      | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\cartItems.js                                                              | JavaScript |         23 |          0 |          7 |         30 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\cartVisible.js                                                            | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\inboxMessages.js                                                          | JavaScript |         21 |          0 |          5 |         26 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\isReview.js                                                               | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\isUserFetching.js                                                         | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\openReviewPic.js                                                          | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\productIndex.js                                                           | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\profileSavedModal.js                                                      | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\reviewPic.js                                                              | JavaScript |         22 |          0 |          5 |         27 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\search.js                                                                 | JavaScript |         26 |          0 |          5 |         31 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\trendingStore.js                                                          | JavaScript |         28 |          1 |          7 |         36 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\userSlice.js                                                              | JavaScript |         54 |          2 |          9 |         65 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\viewImage.js                                                              | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\User\viewReviewPic.js                                                          | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\getUserTrigger.js                                                              | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\post.js                                                                        | JavaScript |         49 |          0 |          4 |         53 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\registrationInput.js                                                           | JavaScript |         15 |          0 |          4 |         19 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\socket.js                                                                      | JavaScript |         15 |          0 |          4 |         19 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\storeSlice.js                                                                  | JavaScript |         15 |          0 |          4 |         19 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\storeSubPage.js                                                                | JavaScript |         15 |          0 |          5 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\features\triggeri.js                                                                    | JavaScript |         70 |          0 |          5 |         75 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\app\store.js                                                                                | JavaScript |         71 |          0 |          1 |         72 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\audio.svg                                                                | XML        |         28 |          1 |          0 |         29 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\ball-triangle.svg                                                        | XML        |         45 |          2 |          0 |         47 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\bars.svg                                                                 | XML        |         52 |          0 |          1 |         53 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\circles.svg                                                              | XML        |         20 |          0 |          1 |         21 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\grid.svg                                                                 | XML        |         56 |          0 |          1 |         57 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\hearts.svg                                                               | XML        |         17 |          1 |          1 |         19 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\oval.svg                                                                 | XML        |         16 |          1 |          0 |         17 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\puff.svg                                                                 | XML        |         36 |          1 |          0 |         37 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\rings.svg                                                                | XML        |         41 |          1 |          0 |         42 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\spinning-circles.svg                                                     | XML        |         54 |          1 |          0 |         55 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\tail-spin.svg                                                            | XML        |         31 |          1 |          1 |         33 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\three-dots.svg                                                           | XML        |         32 |          1 |          1 |         34 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\AddProductModal.js                                                      | JavaScript |        101 |          3 |          5 |        109 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Homepage.js                                                             | JavaScript |        108 |          5 |          9 |        122 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageStoreCard.js                                                    | JavaScript |         24 |          1 |          3 |         28 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageTrending.js                                                     | JavaScript |         80 |          3 |          6 |         89 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Post.js                                                                 | JavaScript |        326 |          5 |          9 |        340 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\PostModal.js                                                            | JavaScript |        445 |          5 |         17 |        467 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoPlayerModal.js                                                     | JavaScript |         57 |          0 |          3 |         60 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoUploadModal.js                                                     | JavaScript |        142 |          4 |          7 |        153 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\YourFeed.js                                                             | JavaScript |        451 |          5 |         12 |        468 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Layout.js                                                                        | JavaScript |        168 |         17 |         17 |        202 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginGooglePass.js                                                         | JavaScript |         62 |          3 |         10 |         75 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginPage.js                                                               | JavaScript |        106 |          3 |          8 |        117 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Icons\IconsExport.js                                                      | JavaScript |        190 |          0 |         11 |        201 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Navbar.js                                                                 | JavaScript |        260 |          3 |          8 |        271 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\NavbarMobile.js                                                           | JavaScript |        406 |         10 |         13 |        429 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterGooglePass.js                                                   | JavaScript |         88 |          4 |          9 |        101 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterPagePartTwo.js                                                  | JavaScript |        130 |          4 |          8 |        142 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\Search.js                                                                 | JavaScript |        302 |          6 |         17 |        325 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\SearchResults.js                                                          | JavaScript |         61 |          2 |          5 |         68 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\AddToCart.js                                                       | JavaScript |        242 |          8 |         14 |        264 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\ManageFollowers.js                         | JavaScript |        130 |          4 |         10 |        144 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistory.js                            | JavaScript |        271 |          3 |         12 |        286 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistoryModal.js                       | JavaScript |        180 |          3 |          7 |        190 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\Profile.js                                 | JavaScript |        151 |          4 |          9 |        164 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\ShippingDetails.js                         | JavaScript |        100 |          3 |          6 |        109 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\UserMenu.js                                                | JavaScript |        131 |          2 |          4 |        137 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDasboardNavMobile.js                                         | JavaScript |        142 |          2 |          5 |        149 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboard.js                                                 | JavaScript |         48 |          3 |          6 |         57 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboardNav.js                                              | JavaScript |        163 |          2 |          5 |        170 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreDeleteProductModal.js                       | JavaScript |         55 |          4 |          7 |         66 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreSavedModal.js                               | JavaScript |         32 |          3 |          6 |         41 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEdit.js                                            | JavaScript |        160 |          9 |          9 |        178 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfo.js                                        | JavaScript |         73 |          2 |          5 |         80 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfoInputs.js                                  | JavaScript |        147 |          3 |          7 |        157 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinance.js                                      | JavaScript |         53 |          4 |          7 |         64 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceLast5Sales.js                            | JavaScript |         79 |          3 |          6 |         88 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceSales.js                                 | JavaScript |        108 |          5 |          9 |        122 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrders.js                                        | JavaScript |        248 |          6 |          8 |        262 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrdersModal.js                                   | JavaScript |        158 |          3 |          7 |        168 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\Add.js                | JavaScript |         34 |          0 |          4 |         38 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\AddCollectionModal.js | JavaScript |        198 |          5 |          9 |        212 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductInputs.js      | JavaScript |        273 |          6 |         15 |        294 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductModal.js       | JavaScript |         51 |          1 |          4 |         56 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductInputs.js    | JavaScript |        383 |          9 |         16 |        408 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductModal.js     | JavaScript |         77 |          4 |          7 |         88 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\YourProducts.js                                 | JavaScript |        263 |         17 |         28 |        308 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Chat.js                                                               | JavaScript |         90 |          3 |          9 |        102 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Inbox.js                                                              | JavaScript |        256 |         18 |         22 |        296 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\SendMessage.js                                                        | JavaScript |        184 |         10 |          8 |        202 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\NotificationBar.js                                                          | JavaScript |        228 |         25 |         16 |        269 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\ReviewStarRating.js                                           | JavaScript |         45 |          1 |          4 |         50 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\Reviews.js                                                    | JavaScript |        276 |          5 |         20 |        301 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Store.js                                                              | JavaScript |        267 |         10 |         14 |        291 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreFeed.js                                                          | JavaScript |         70 |          4 |          7 |         81 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductCard.js                                                   | JavaScript |        161 |          3 |          9 |        173 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductModal.js                                | JavaScript |        295 |          5 |         12 |        312 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductPictures.js                             | JavaScript |        343 |          2 |          8 |        353 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.css                                                                                   | CSS        |        509 |         17 |         98 |        624 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.js                                                                                    | JavaScript |         18 |          0 |          2 |         20 |
| c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\tailwind.config.js                                                                              | JavaScript |         12 |          1 |          2 |         15 |
| Total                                                                                                                                              |            |     34,223 |        172 |        468 |     34,863 |
+----------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
